GeoType,GEOID,GeoName,TotalPop,happening,happeningOppose,human,humanOppose,consensus,consensusOppose,affectweather,affectweatherOppose,worried,worriedOppose,harmplants,harmplantsOppose,futuregen,futuregenOppose,devharm,devharmOppose,harmUS,harmUSOppose,personal,personalOppose,timing,timingOppose,exp,expOppose,fundrenewables,fundrenewablesOppose,regulate,regulateOppose,CO2limits,CO2limitsOppose,reducetax,reducetaxOppose,supportRPS,supportRPSOppose,rebates,rebatesOppose,drillANWR,drillANWROppose,drilloffshore,drilloffshoreOppose,teachGW,teachGWOppose,corporations,corporationsOppose,president,presidentOppose,congress,congressOppose,governor,governorOppose,localofficials,localofficialsOppose,citizens,citizensOppose,discuss,discussOppose,mediaweekly,mediaweeklyOppose,priority,priorityOppose
County,35037,"Quay County, New Mexico",6438,65.697,19.597,50.002,34.06,47.967,28.515,56.032,8.472,59.932,40.036,65.089,24.409,63.221,25.637,62.588,24.406,60.522,29.6,45.024,46.331,54.254,45.746,40.446,59.269,72.435,25.984,65.193,32.73,57.128,42.687,55.438,42.689,57.786,41.885,72.722,25.661,36.9,62.191,55.896,42.279,71.124,29.601,65.311,13.352,44.381,33.449,53.744,28.523,48.581,24.031,52.799,20.021,60.856,14.289,33.042,66.755,30.488,68.847,48.015,33.356
County,35039,"Rio Arriba County, New Mexico",29948,76.886,11.285,61.87,26.626,58.347,22.931,68.829,6.164,73.561,26.366,74.158,15.688,72.783,15.53,72.521,15.688,69.072,20.764,54.713,36.409,63.297,36.703,48.275,51.265,79.305,18.199,73.584,23.466,71.789,27.315,69.895,27.535,68.045,30.946,80.054,17.642,30.615,68.332,43.957,53.722,81.117,18.845,72.592,10.642,54.845,23.913,65.461,18.816,61.655,16.851,64.565,15.326,68.338,10.927,37.266,62.554,28.056,70.347,62.158,20.086
County,35041,"Roosevelt County, New Mexico",14307,68.409,18.435,51.416,32.719,50.701,27.748,58.045,8.39,60.559,39.399,66.4,23.771,64.233,25.625,63.575,24.597,61.667,29.69,45.836,46.766,55.243,44.757,41.125,58.484,72.659,25.764,65.785,32.268,59.461,40.81,56.218,42.237,58.38,41.504,72.731,25.657,34.658,64.221,52.692,45.813,72.071,28.534,65.627,13.055,44.962,32.845,54.416,28.651,49.796,22.743,53.594,19.145,62.073,13.577,34.723,65.091,33.215,66.235,48.973,32.983
County,35043,"Sandoval County, New Mexico",109068,75.13,12.664,59.411,28.129,61.911,23.476,65.652,6.992,69.17,30.865,72.486,17.855,71.2,17.498,69.646,18.91,65.153,26.489,48.439,44.207,60.524,39.476,47.062,52.405,78.373,19.204,71.623,25.537,68.07,31.853,65.74,32.157,63.87,35.396,78.483,19.408,29.174,69.959,42.066,56.995,77.989,22.197,71.422,11.461,51.017,28.346,61.555,23.6,57.99,18.597,60.039,16.726,65.888,11.396,39.848,60.002,34.522,64.389,56.045,25.889
County,35045,"San Juan County, New Mexico",92486,59.55,22.572,47.056,33.586,45.768,28.033,51.251,8.394,58.954,41.34,62.95,27.516,62.244,27.081,61.84,25.342,58.518,31.268,42.858,47.41,51.958,48.042,42.316,57.608,69.255,28.89,63.745,34.645,49.055,50.084,51.898,45.913,53.375,45.668,73.024,25.387,36.58,62.775,58.07,39.925,65.305,35.704,63.519,13.204,41.842,35.807,50.015,32.715,45.659,25.031,49.537,20.823,56.927,14.898,33.334,66.498,27.135,72.121,45.186,35.525
County,35047,"San Miguel County, New Mexico",22458,79.319,9.064,65.702,22.039,65.425,18.249,71.381,5.385,76.754,23.221,78.309,12.423,76.521,13.178,76.381,13.327,73.296,18.408,58.708,34.681,67.728,32.272,53.54,46.047,80.464,17.13,76.149,21.204,76.447,23.166,72.332,25.464,69.429,29.573,80.323,17.556,25.174,73.822,37.628,60.461,84.174,15.989,76.335,8.962,59.4,20.568,68.397,16.705,64.345,13.96,66.614,13.48,72.635,8.836,44.502,55.274,35.63,63.383,66.249,17.929
County,35049,"Santa Fe County, New Mexico",121804,77.553,11.01,62.582,25.636,67.701,20.717,70.685,6.338,73.335,26.697,74.552,16.841,74.02,16.275,73.001,16.546,68.723,23.131,52.804,39.827,65.873,34.127,50.658,48.661,80.69,17.274,75.958,21.81,75.074,24.45,69.563,28.25,70.281,28.988,80.907,17.315,26.104,73.632,37.928,61.211,82.613,17.552,73.669,10.102,56.006,25.029,66.066,20.818,61.098,16.502,62.705,15.334,69.462,10.147,43.235,56.629,36.533,62.27,63.386,21.374
County,35051,"Sierra County, New Mexico",9287,68.272,18.548,52.03,32.564,52.113,28.148,59.495,8.453,61.093,38.901,66.407,23.633,64.783,24.475,63.299,24.305,60.403,30.212,43.697,48.414,55.297,44.703,41.016,58.7,74.878,23.527,67.687,30.376,61.747,38.169,58.038,40.098,60.709,39.183,75.059,23.365,35.144,63.978,51.906,46.766,72.791,27.726,66.537,12.833,45.509,32.649,55.518,27.55,50.054,23.06,53.623,19.565,61.878,13.621,34.416,65.421,32.556,66.565,49.453,32.1
County,35053,"Socorro County, New Mexico",13016,76.872,10.504,63.221,23.025,67.27,17.327,68.389,5.764,73.658,26.339,77.051,14.419,75.063,15.768,74.718,15.666,71.874,20.943,56.179,38.23,66.906,33.094,52.067,47.372,78.266,19.205,73.317,24.248,72.068,28.109,68.163,29.931,65.661,33.27,77.743,20.17,23.872,74.904,38.294,59.952,82.066,18.21,73.44,9.354,57.344,22.972,66.013,18.393,60.762,15.053,62.32,14.165,71.012,9.095,44.337,55.397,39.145,60.374,62.885,20.562
County,35055,"Taos County, New Mexico",26872,81.02,9.732,65.456,23.313,67.163,18.818,72.756,5.414,75.159,24.86,78.526,13.658,76.55,14.839,76.053,14.964,73.539,19.773,57.138,38.047,68.353,31.646,54.299,45.423,81.453,16.37,75.931,21.806,76.495,23.407,70.925,27.26,70.809,28.79,80.707,17.719,25.897,73.281,39.672,57.889,83.461,16.873,76.966,8.946,60.239,20.529,69.89,17.157,62.224,14.886,65.206,13.588,73.869,8.623,46.02,53.761,39.587,59.616,65.135,19.757
County,35057,"Torrance County, New Mexico",12243,66.876,18.93,51.42,32.827,50.247,27.6,57.611,8.418,60.844,39.122,66.125,23.465,64.344,24.639,63.291,24.154,60.855,29.623,45.14,46.604,54.679,45.321,40.609,59.019,72.777,25.31,66.316,31.483,59.485,40.408,57.079,41.049,58.516,40.934,73.36,24.816,35.154,63.76,52.796,45.385,72.215,28.346,65.715,13.067,45.268,32.934,54.666,27.854,50.102,22.942,53.445,19.563,61.314,13.845,33.509,66.287,31.715,67.662,49.318,32.007
County,35059,"Union County, New Mexico",3297,65.984,19.556,50.591,32.851,48.968,26.843,56.127,8.394,59.299,40.604,65.781,23.655,63.275,26.106,63.105,24.409,61.862,29.019,46.227,46.019,54.731,45.269,40.374,59.094,71.237,27.112,64.24,33.519,58.224,42.122,55.433,43.115,56.721,42.739,70.624,27.666,35.2,63.611,54.171,43.868,71.502,29.18,64.881,13.696,44.84,33.73,53.71,28.798,48.397,23.39,52.329,19.54,61.551,14.01,33.522,66.175,32.955,66.785,48.644,33.3
County,35061,"Valencia County, New Mexico",57999,71.781,15.16,54.445,30.103,53.839,25.929,62.799,7.48,66.265,33.652,69.736,20.167,68.187,20.716,66.419,21.075,64.198,26.065,49.705,41.713,57.625,42.375,43.695,55.923,75.062,22.758,69.468,27.913,64.017,35.599,62.717,35.086,62.669,36.562,76.416,21.48,33.559,65.336,48.947,49.112,75.595,24.594,68.49,12.604,47.833,29.646,58.183,25.908,54.508,20.727,58.572,18.103,63.927,13.045,35.291,64.479,29.559,69.323,56.029,26.674
County,36001,"Albany County, New York",250071,78.015,10,62.395,27.207,69.164,19.327,74.988,5.652,73.947,26.014,78.261,13.893,77.647,13.797,75.575,15.737,71.021,21.924,50.166,42.44,64.889,35.111,49.396,50.668,81.221,16.499,78.134,19.495,73.122,25.933,73.653,24.392,68.274,31.068,82.705,15.386,24.451,74.126,46.751,52.017,83.586,16.006,76.055,9.024,59.545,20.957,69.511,16.763,64.518,14.899,63.597,14.234,70.56,9.445,38.821,61.162,34.876,64.183,61.504,16.768
County,36003,"Allegany County, New York",37249,64.953,20.159,48.618,36.201,52.371,28.156,59.221,8.117,58.423,41.527,67.254,25.897,65.965,25.199,62.36,27.343,59.378,33.934,39.184,53.161,51.179,48.821,37.776,62.116,73.595,24.927,70.058,27.919,59.401,40.004,61.311,37.862,58.438,41.086,74.524,23.871,33.31,64.902,59.961,39.463,73.439,26.174,66.607,12.8,45.875,31.699,53.282,26.702,49.435,22.78,52.004,19.686,60.134,13.716,31.272,68.598,32.794,66.827,44.04,32.207
County,36005,"Bronx County, New York",1081666,80.71,5.529,65.565,24.98,62.473,13.94,74.094,3.783,80.203,19.806,83.283,7.445,80.694,8.196,78.972,10.15,78.049,12.584,63.372,26.152,70.531,29.469,57.998,41.949,80.383,17.579,79.708,16.892,76.073,22.711,78.378,20.039,71.863,26.318,81.273,16.726,22.198,75.451,45.421,52.794,88.351,11.283,78.052,7.551,67.411,12.366,75.097,9.221,71.998,10.159,72.943,10.327,75.084,7.313,40.539,59.45,29.827,69.16,71.295,9.371
County,36007,"Broome County, New York",155556,67.861,13.667,54.646,33.827,54.051,23.397,64.142,7.028,63.719,35.812,69.273,20.957,69.288,20.236,65.962,22.314,63.198,27.926,42.663,47.824,56.917,43.083,42.553,57.274,77.154,21.124,75.307,22.528,64.087,35.064,67.997,30.691,64.044,35.339,79.498,18.819,29.352,69.385,54.226,45.371,79.804,19.788,69.191,11.391,52.889,26.021,59.116,22.317,56.335,19.489,57.492,17.979,63.203,11.535,34.333,65.58,31.613,67.436,50.532,24.429
County,36009,"Cattaraugus County, New York",59938,65.833,18.524,51.09,35.47,50.464,28.789,59.743,8.184,60.488,39.366,68.291,22.352,67.238,22.479,62.337,26.261,58.593,33.084,38.757,51.935,52.417,47.583,37.109,62.765,74.848,23.166,71.487,26.209,59.827,39.187,62.138,36.668,59.164,39.875,76.001,22.094,33.296,65.08,57.268,42.058,74.23,25.2,66.622,12.81,47.686,31.515,56.795,26.583,51.549,22.818,52.893,20.081,59.903,14.048,29.697,70.153,29.204,70.013,47.591,26.623
County,36011,"Cayuga County, New York",62039,68.517,16.323,53.453,34.039,54.711,27.048,64.045,7.601,62.788,37.117,69.89,21.039,69.295,20.292,65.737,23.292,61.435,30.288,39.758,51.708,53.645,46.355,39.251,60.64,75.94,21.585,73.182,24.519,63.74,35.098,64.551,34.236,63.154,35.769,78.156,20.02,32.092,66.559,56.442,42.818,77.524,21.986,69.456,11.605,50.906,28.346,59.661,23.18,55.125,21.011,56.077,18.503,62.105,13.008,31.681,68.157,29.877,69.188,53.263,24.731
County,36013,"Chautauqua County, New York",102176,67.62,17.511,53.413,34.634,55.721,25.937,62.949,7.682,61.759,38.175,69.554,22.776,68.936,21.306,63.879,25.489,61.004,30.793,40.988,50.091,54.804,45.196,39.546,60.425,74.434,23.692,72.261,25.507,60.44,38.587,64.401,34.368,60.093,39.05,77.197,20.959,31.669,67.046,55.672,43.619,76.065,23.518,70.345,11.873,51.371,27.834,59.913,23.633,54.29,21.198,54.969,18.652,62.822,13.061,31.941,67.889,30.302,68.961,52.38,25.254
County,36015,"Chemung County, New York",66568,70.381,16.073,51.966,34.85,56.386,25.993,65.846,7.495,63.49,36.412,71.14,19.821,70.568,19.219,66.58,22.687,62.677,28.916,40.868,50.709,54.709,45.291,40.308,59.723,75.787,22.391,73.152,24.598,62.919,35.975,65.157,33.57,62.099,37.04,77.698,20.5,32.076,66.406,55.103,44.343,77.689,21.836,68.416,12.489,50.315,29.711,59.458,24.824,53.653,21.248,55.353,18.906,62.472,13.152,32.235,67.58,29.652,69.463,52.842,24.313
County,36017,"Chenango County, New York",37957,67.349,17.878,52.917,33.468,54.465,26.445,62.679,7.719,61.812,38.082,69.662,21.115,69.372,20.464,64.898,23.705,61.416,30.878,40.387,51.513,54.017,45.983,39.277,60.649,74.928,23.167,72.283,25.489,61.705,37.441,64.683,34.123,60.551,38.522,76.339,21.819,31.656,66.694,57.856,41.388,75.578,23.893,68.66,12.272,50.125,29.346,58.894,24.19,52.818,21.285,53.881,18.931,61.978,13.171,30.872,68.996,31.191,68.149,47.711,26.221
County,36019,"Clinton County, New York",66055,71.593,14.028,58.172,30.051,57.537,24.856,65.979,6.963,64.277,35.795,70.462,21.687,69.84,20.766,65.567,23.515,61.941,30.364,41.615,49.552,57.397,42.603,42.271,57.657,75.777,21.952,75.474,22.153,66.302,32.545,68.126,30.419,63.762,35.114,79.674,18.328,29.488,68.582,53.468,45.73,79.266,20.153,70.25,10.774,52.214,25.352,59.037,20.897,56.326,18.478,57.416,17.114,63.2,11.879,32.803,67.111,31.093,67.945,50.917,24.176
County,36021,"Columbia County, New York",49719,74.337,12.559,60.518,27.65,64.064,21.424,70.579,6.272,70.273,29.674,75.62,16.402,74.987,15.825,70.654,19.042,66.545,25.726,46.135,46.65,60.309,39.691,46.404,53.545,79.577,18.161,77.516,20.217,71.478,27.52,70.976,27.636,67.408,31.278,80.706,17.403,25.637,72.899,47.273,52.137,81.649,17.826,73.948,9.515,56.668,23.116,65.027,18.221,60.281,16.268,60.35,15.514,67.689,10.064,38.178,61.676,35.429,63.76,57.306,20.209
County,36023,"Cortland County, New York",38698,69.415,16.685,52.831,33.616,55.009,26.8,65.027,7.154,63.015,37.017,71.157,21.919,70.275,21.495,66.551,24.02,62.997,30.383,42.123,50.822,54.779,45.221,41.577,58.401,77.27,21.095,74.328,23.521,66.636,32.363,66.871,31.998,64.088,35.283,78.486,19.853,30.79,67.835,55.75,43.687,78.343,21.229,69.95,11.316,51.334,27.42,59.72,23.09,55.057,20.12,56.906,17.844,63.882,12.025,34.376,65.475,32.721,66.508,51.303,26.611
County,36025,"Delaware County, New York",37306,69.469,16.3,55.313,32.267,56.429,25.5,64.036,7.287,62.908,37.034,71.905,20.097,71.136,19.903,66.519,23.422,63.338,29.52,42.162,49.776,57.201,42.799,41.006,58.87,75.957,22.17,73.361,24.446,63.915,34.419,66.008,32.836,62.662,36.262,77.842,20.397,29.92,68.495,55.162,44.163,77.567,21.991,70.304,11.272,51.795,27.469,60.091,23.52,54.257,20.199,55.569,18.133,63.505,12.46,33.844,65.964,33.34,66.116,52.763,24.462
County,36027,"Dutchess County, New York",237560,72.96,11.675,60.665,27.266,64.892,21.004,69.219,6.162,70.22,29.735,75.684,17.172,74.949,16.622,71.872,18.538,68.527,23.786,46.739,45.609,60.315,39.685,46.763,53.252,78.311,19.027,76.407,20.545,70.34,28.174,70.211,27.409,66.966,31.558,79.651,18.022,25.941,72.713,49.127,48.686,82.333,17.373,71.432,11.461,53.918,25.842,61.798,22.929,58.364,17.153,60.542,16.075,65.124,11.597,37.592,61.916,33.671,65.523,55.208,18.185
County,36029,"Erie County, New York",731784,76.542,12.073,57.884,28.754,60.444,24.663,72.84,6.53,67.098,32.722,77.216,16.049,74.175,17.599,71.167,19.972,66.735,26.466,45.081,47.139,61.611,38.389,46.251,54.059,84.097,14.585,77.558,20.6,65.825,33.612,68.797,30.186,68.018,30.395,82.681,15.79,29.026,70.035,52.131,47.473,79.607,19.563,74.756,8.992,56.116,21.843,64.503,18.165,57.853,17.502,61.523,15.891,65.58,10.315,35.048,64.721,30.746,68.14,58.411,20.579
County,36031,"Essex County, New York",31306,70.54,14.815,55.393,31.83,55.807,25.505,66.985,6.802,65.572,34.382,72.693,19.395,71.963,18.863,68.211,21.446,64.137,28.619,43.513,48.932,57.17,42.83,43.635,56.436,78.501,19.914,74.909,22.941,66.607,32.232,67.568,31.281,64.882,34.414,79.304,19.146,30.879,67.886,55.535,43.732,78.413,21.222,72.147,10.716,53.683,24.991,62.197,20.967,55.519,19.252,57.656,17.018,65.566,11.459,35.063,64.75,32.878,66.373,51.613,24.053
County,36033,"Franklin County, New York",40415,71.233,14.712,56.308,31.268,57.596,24.052,66.634,6.899,65.174,34.782,71.856,18.528,71.049,17.258,68.023,20.279,64.249,26.641,44.23,46.182,57.392,42.608,42.069,57.744,76.391,20.958,73.989,23.302,64.588,34.432,66.429,32.439,63.729,34.414,77.766,19.91,29.489,69.047,51.297,47.991,77.554,21.823,71.289,11.277,51.809,26.485,61.136,21.748,56.814,19.047,57.822,17.384,64.651,11.969,32.524,67.326,30.737,68.389,53.322,22.857
County,36035,"Fulton County, New York",42712,63.989,19.384,49.124,36.843,48.914,29.601,60.128,8.451,58.154,41.758,65.984,24.841,66.411,22.862,61.742,26.282,58.253,32.858,37.714,52.867,50.002,49.998,36.314,63.597,74.174,24.023,70.372,27.365,58.601,40.32,61.506,37.344,60.065,38.905,75.714,22.427,34.668,63.796,58.962,40.371,72.842,26.608,66.887,13.104,47.224,31.485,55.381,25.663,50.719,23.247,52.589,20.363,58.538,14.734,28.715,71.146,28.462,70.726,45.49,28.135
County,36037,"Genesee County, New York",46050,65.211,19.67,51.177,35.779,51.513,29.367,62.035,8.309,59.278,40.608,68.101,23.729,66.751,23.117,63.027,26.224,59.298,32.809,39.557,51.763,51.69,48.31,37.219,62.756,74.212,24.074,70.697,27.13,58.83,40.233,61.42,37.452,59.594,39.588,76.113,22.136,34.666,63.627,60.136,39.148,73.72,25.748,67.163,12.79,46.063,31.73,56.619,26.189,50.909,23.189,52.867,20.105,60.161,14.185,30.415,69.418,29.829,69.429,46.946,29.482
County,36039,"Greene County, New York",39515,66.895,16.667,55.261,31.549,56.556,23.876,62.83,7.351,65.302,34.62,71.599,19.263,70.644,19.326,66.388,21.032,62.458,28.013,40.835,49.235,54.408,45.592,41.749,58.347,75.041,22.707,72.863,24.874,61.017,37.627,64.65,33.81,61.516,36.795,77.504,20.574,30.538,67.924,52.533,46.778,76.396,23.162,69.734,10.929,50.881,26.457,59.983,21.351,55.711,19.505,55.435,18.096,62.384,12.333,31.877,68.007,30.087,69.268,53.265,24.732
County,36041,"Hamilton County, New York",3891,63.335,20.056,48.145,37.61,47.475,29.425,58.669,8.273,57.645,42.311,66.231,24.429,65.322,24.098,61.126,26.776,58.282,33.016,38.306,52.255,50.789,49.211,37.152,62.741,73.392,24.929,69.524,28.158,58.134,40.658,61.035,37.9,59.174,39.945,74.959,23.202,35.258,63.07,61.273,37.761,72.89,26.722,65.884,13.159,45.901,31.508,53.954,26.314,48.956,23.643,51.895,20.254,59.026,14.355,29.128,70.681,28.315,71,44.446,30.261
County,36043,"Herkimer County, New York",49191,65.829,19.29,52.305,33.455,54.755,27.108,61.542,8.108,60.49,39.445,68.888,22.796,68.417,22.021,63.405,25.967,59.514,32.642,38.794,51.776,52.691,47.309,38.186,61.721,73.865,23.676,71.898,25.776,59.524,39.599,63.098,35.497,60.634,37.678,76.835,21.04,31.154,66.765,54.495,44.787,74.849,24.496,67.452,12.44,48.182,30.78,57.73,24.944,53.107,21.366,53.268,19.473,60.344,13.642,30.819,69.074,31.244,68.095,49.404,25.868
County,36045,"Jefferson County, New York",85560,70.901,15.876,55.469,32.832,53.041,26.519,64.936,7.357,62.495,37.441,71.43,20.636,70.898,20.14,66.146,23.955,62.511,30.442,42.745,49.52,54.403,45.597,40.716,59.21,75.467,22.874,72.663,25.164,63.773,35.31,66.623,32.139,63.158,35.732,77.416,20.881,32.05,66.221,52.65,46.832,77.113,22.417,70.984,11.459,51.969,27.735,61.765,22.074,55.15,20.218,55.996,17.934,63.944,12.443,31.422,68.477,31.333,67.993,50.82,24.438
County,36047,"Kings County, New York",1995331,76.078,7.259,62.131,27.118,68.393,13.854,73.701,4.23,76.62,23.164,78.907,9.651,76.751,9.915,75.703,11.264,73.459,16.293,56.118,32.403,69.175,30.825,56.346,43.345,75.486,20.689,77.426,19.295,76.99,22.187,77.653,20.978,66.544,30.9,77.467,18.873,19.858,78.124,38.425,58.519,86.952,12.765,73.374,8.074,61.46,14.744,69.912,11.837,67.1,10.846,69.03,10.925,71.675,7.901,41.581,58.164,33.764,65.392,65.62,14.783
County,36049,"Lewis County, New York",20446,65.292,19.6,50.277,35.935,49.414,28.734,60.46,8.204,58.127,41.753,67.702,23.581,66.612,23.584,62.157,26.479,59.428,32.585,38.871,52.645,51.281,48.719,37.303,62.605,73.749,24.619,70.343,27.491,58.755,40.46,61.915,37.046,59.038,40.131,75.279,23.022,34.093,64.276,59.355,39.942,73.837,25.724,66.8,12.989,46.624,31.166,55.709,25.831,50.39,22.888,52.355,19.725,60.218,14.032,29.792,70.034,30.674,68.775,45.501,28.914
County,36051,"Livingston County, New York",52199,67.533,17.009,51.305,35.005,51.018,28.786,63.04,7.743,61.437,38.509,69.773,21.186,69.225,19.719,64.219,24.135,60.447,31.183,40.03,51.473,51.947,48.053,39.26,60.686,75.115,23.288,72.058,25.831,60.947,38.221,64.235,34.659,61.149,38.327,77.284,21.041,32.434,66.082,56.279,43.205,75.901,23.661,69.374,11.748,47.201,28.726,55.828,23.514,51.941,21.634,54.317,18.767,61.756,13.089,32.474,67.374,31.529,67.738,47.94,29.545
County,36053,"Madison County, New York",57389,67.636,16.947,52.179,34.653,53.606,27.892,63.268,7.569,61.179,38.791,69.317,22.416,68.466,21.858,63.967,25.389,60.674,31.836,40.264,51.573,52.662,47.338,39.925,60.083,77.295,21.164,73.125,24.715,62.639,36.384,64.994,33.869,63.382,35.958,78.262,20.141,33.231,65.298,59.15,40.271,76.213,23.307,69.332,12.179,49.148,28.892,57.668,24.189,52.4,21.548,54.995,18.691,62.191,13.043,31.841,68.037,31.252,67.916,48.285,27.681
County,36055,"Monroe County, New York",587408,74.93,13.166,58.702,28.68,62.74,23.457,71.105,6.255,69.473,30.654,76.349,15.826,74.948,15.855,71.806,18.87,65.464,27.381,44.539,48.137,59.17,40.83,45.047,54.918,80.943,17.893,76.565,21.442,70.886,27.606,71.3,27.465,67.146,32.871,80.705,18.036,27.36,72.064,49.65,50.815,80.782,18.83,73.272,10.331,54.97,24.018,64.117,19.361,58.278,17.488,60.925,15.536,65.812,10.628,33.065,67.1,31.491,67.387,56.091,20.865
County,36057,"Montgomery County, New York",37996,67.949,17.21,53.808,33.303,54.578,26.045,62.538,7.532,62.767,37.133,70.383,19.905,69.612,19.452,64.676,24.369,61.404,30.514,41.578,49.412,54.374,45.626,39.638,60.208,74.838,22.866,72.427,25.115,62.56,36.374,64.842,33.809,61.214,37.38,76.703,21.195,31.068,67.089,55.075,43.969,76.352,23.06,68.331,11.847,50.597,28.348,58.72,22.641,54.687,20.245,55.613,18.283,61.828,12.863,31.376,68.475,30.083,69.189,50.36,24.951
County,36059,"Nassau County, New York",1062765,78.765,11.29,59.015,29.682,61.562,21.324,71.06,5.557,70.193,29.974,77.498,16.25,77.438,14.987,71.806,20.373,69.731,25.448,51.675,42.003,63.775,36.225,51.561,48.502,81.317,16.653,77.978,19.907,73.404,25.177,71.057,28.261,67.785,31.426,81.696,16.689,26.387,71.938,49.385,49.28,84.324,15.538,74.918,8.307,57.393,20.118,63.876,18.188,59.065,15.13,61.286,13.462,69.228,8.806,42.458,57.176,36.926,62.551,55.552,21.621
County,36061,"New York County, New York",1397056,84.614,6.709,74.543,18.64,78.293,13.275,81.143,4.474,81.994,18.01,84.213,9.066,82.909,9.36,81.447,10.607,76.604,16.814,56.361,38.334,72.678,27.322,57.899,41.702,85.306,12.435,81.674,16.218,81.548,18.047,79.247,19.781,76.091,21.867,84.299,13.755,18.683,80.105,35.02,64.864,87.67,11.448,82.609,6.933,67.517,15.165,78.482,11.606,70.932,11.266,69.614,11.508,77.253,7.168,51.216,48.18,40.38,59.108,75.256,10.858
County,36063,"Niagara County, New York",168295,66.368,17.312,48.072,39.269,52.539,28.345,63.722,7.691,60.803,39.226,69.429,21.913,68.844,20.275,63.68,24.724,59.822,30.475,39.987,50.16,53.725,46.275,38.265,61.509,74.693,23.398,72.472,25.11,59.126,39.906,64.264,34.558,60.294,39.509,77.894,20.541,34.561,63.925,60.087,39.422,74.535,24.296,69.236,11.948,48.795,28.678,59.251,21.205,51.828,21.392,54.539,18.586,60.741,13.158,30.601,69.314,28.446,70.542,48.68,27.498
County,36065,"Oneida County, New York",181034,66.932,18.025,50.162,36.438,53.564,27.61,61.787,7.633,61.567,38.443,68.876,22.869,68.737,21.624,63.715,25.264,60.001,32.434,40.913,50.245,52.458,47.542,40.482,59.515,76.622,21.612,73.366,24.405,61.065,38.061,65.437,33.296,63.153,35.849,77.464,20.403,32.071,66.288,55.945,43.491,76.308,23.185,68.426,12.325,48.353,30.628,55.52,25.697,53.255,21.601,54.972,18.689,61.977,13.234,31.815,68.068,30.122,69.016,48.498,26.515
